,pIC50,pred,residual,squared,leverage,standard
633,5.397940009,5.422989765,-0.025049756,0.00062749,0.273166193,-0.102731944
1356,6.397940009,6.422762056,-0.024822047,0.000616134,0.179789597,-0.101798081
535,4.860120914,4.884942892,-0.024821978,0.000616131,0.208760564,-0.1017978
384,4.581698709,4.606581035,-0.024882326,0.00061913,0.16319214,-0.102045293
1148,5.397940009,5.423108935,-0.025168926,0.000633475,0.212869148,-0.103220674
621,4.823330067,4.847927887,-0.02459782,0.000605053,0.239746443,-0.100878499
898,5.236572006,5.233293699,0.003278307,1.07E-05,0.237212765,0.013444717
360,5.806041022,5.780991413,0.025049609,0.000627483,0.20582752,0.102731341
175,8.283996656,8.25895933,0.025037326,0.000626868,0.190910402,0.102680965
344,8.397940009,8.215258144,0.182681865,0.033372664,0.131313611,0.749199428
675,6.397940009,6.37275122,0.025188789,0.000634475,0.320804175,0.103302133
932,5.657577319,5.632753871,0.024823448,0.000616204,0.151237801,0.101803826
27,6.28567024,6.310927676,-0.025257436,0.000637938,0.237255771,-0.103583664
314,7.872895202,7.897832785,-0.024937583,0.000621883,0.169563679,-0.102271907
453,3.490797478,3.51582745,-0.025029972,0.000626499,0.218776011,-0.102650805
1344,6.397940009,6.422917371,-0.024977362,0.000623869,0.150806427,-0.102435046
1630,5.378823718,5.403766566,-0.024942848,0.000622146,0.127961521,-0.1022935
1157,5.886056648,5.910673384,-0.024616736,0.000605984,0.188654716,-0.100956075
248,4.607303047,4.632396129,-0.025093082,0.000629663,0.283350478,-0.102909626
916,5.30980392,5.334892081,-0.025088161,0.000629416,0.185983078,-0.102889446
1201,5.886056648,5.910831981,-0.024775333,0.000613817,0.203216985,-0.1016065
211,7.866461092,7.841514954,0.024946138,0.00062231,0.205061302,0.102306995
1573,5.061480275,5.086471637,-0.024991362,0.000624568,0.189910248,-0.10249246
1542,5.179798541,5.155272754,0.024525787,0.000601514,0.195352132,0.100583087
1458,7.397940009,7.372981643,0.024958366,0.00062292,0.192335083,0.102357141
1551,6.119186408,6.144111203,-0.024924795,0.000621245,0.13032344,-0.102219464
507,5.056011125,5.08103804,-0.025026915,0.000626346,0.149686463,-0.102638269
824,5.30980392,5.334782752,-0.024978832,0.000623942,0.171984148,-0.102441074
1537,5.548213564,5.572921379,-0.024707815,0.000610476,0.21591155,-0.101329604
1480,6.070581074,6.09523069,-0.024649616,0.000607604,0.173518816,-0.101090921
1377,7.397940009,7.422279765,-0.024339756,0.000592424,0.182321101,-0.099820151
1204,8.397940009,8.201832638,0.196107371,0.038458101,0.180760416,0.804258976
1036,8.397940009,8.281149437,0.116790572,0.013640038,0.14578001,0.478971626
512,5.127261173,5.15234647,-0.025085297,0.000629272,0.167283617,-0.102877699
118,7.777283529,7.802315903,-0.025032374,0.00062662,0.181542051,-0.102660656
1441,5.657577319,5.682635396,-0.025058077,0.000627907,0.155891753,-0.10276607
1211,8.397940009,8.373088037,0.024851972,0.000617621,0.203994792,0.101920808
1168,5.119186408,5.094461223,0.024725185,0.000611335,0.351168867,0.101400838
1559,5.30980392,5.334663049,-0.024859129,0.000617976,0.183123951,-0.10195016
890,5.397940009,5.373099385,0.024840624,0.000617057,0.160988306,0.101874267
1391,7.397940009,7.372881026,0.025058983,0.000627953,0.193219644,0.102769782
815,5.508638306,5.515153697,-0.006515391,4.25E-05,0.221911786,-0.02672037
960,5.026872146,5.051984476,-0.02511233,0.000630629,0.211448518,-0.102988567
176,8.26760624,8.242574975,0.025031265,0.000626564,0.180056296,0.102656109
5,6.319664487,6.344523684,-0.024859197,0.00061798,0.173155311,-0.10195044
1077,6.397940009,6.422583037,-0.024643028,0.000607279,0.190829934,-0.101063905
1624,5.079876674,5.104570794,-0.02469412,0.0006098,0.204115271,-0.101273438
1657,5.562249437,5.537185323,0.025064114,0.00062821,0.158861947,0.102790827
619,4.705533774,4.729966071,-0.024432297,0.000596937,0.165626303,-0.100199673
236,4.823908741,4.848461953,-0.024553212,0.00060286,0.169471776,-0.100695557
523,6.214670165,6.190256558,0.024413607,0.000596024,0.179605481,0.100123021
435,5.958607315,5.933681466,0.024925849,0.000621298,0.191021819,0.102223784
1055,5.886056648,5.911151289,-0.025094641,0.000629741,0.207294894,-0.102916022
1623,5.657577319,5.6326869,0.024890419,0.000619533,0.176492304,0.102078482
807,6.397940009,6.372758526,0.025181483,0.000634107,0.193302288,0.103272171
1358,6.397940009,6.402040625,-0.004100616,1.68E-05,0.226450687,-0.016817102
292,7.962573502,7.937796894,0.024776608,0.00061388,0.158740588,0.101611732
1170,5.026872146,5.051930414,-0.025058268,0.000627917,0.214723735,-0.10276685
1507,6.119186408,6.094160558,0.02502585,0.000626293,0.164895823,0.1026339
1076,5.236572006,5.211524555,0.025047451,0.000627375,0.242045053,0.102722489
332,7.681936665,7.707196754,-0.025260089,0.000638072,0.186848472,-0.10359454
1302,5.657577319,5.68271427,-0.025136951,0.000631866,0.16281658,-0.103089541
978,5.173925197,5.148926204,0.024998993,0.00062495,0.201808086,0.102523757
1047,8.397940009,7.989107777,0.408832232,0.167143794,0.156411019,1.6766682
922,5.236572006,5.261705416,-0.02513341,0.000631688,0.173350078,-0.103075016
103,8.045757491,8.020655732,0.025101759,0.000630098,0.194326254,0.102945214
1303,7.397940009,7.373034774,0.024905235,0.000620271,0.172630346,0.102139244
892,5.119186408,5.143946972,-0.024760564,0.000613086,0.176873415,-0.101545935
594,4.68613278,4.710690253,-0.024557473,0.000603069,0.181344965,-0.100713033
818,5.070581074,5.095214972,-0.024633898,0.000606829,0.187093803,-0.101026462
286,8.552841969,8.527931507,0.024910462,0.000620531,0.085406884,0.10216068
1129,5.026872146,5.051284868,-0.024412722,0.000595981,0.197877337,-0.100119394
749,5.070581074,5.095580562,-0.024999488,0.000624974,0.251540161,-0.102525789
182,8.119186408,8.094678492,0.024507916,0.000600638,0.218579931,0.100509792
33,6.425968732,6.450632905,-0.024664173,0.000608321,0.217315705,-0.101150623
505,6.638272164,6.613425633,0.024846531,0.00061735,0.177437765,0.101898492
348,7.66756154,7.692197364,-0.024635824,0.000606924,0.158084026,-0.101034361
393,5.48945499,5.464672779,0.024782211,0.000614158,0.177292643,0.10163471
297,8.065501549,8.090608872,-0.025107323,0.000630378,0.116606107,-0.10296803
199,7.432973634,7.457471342,-0.024497708,0.000600138,0.196707566,-0.100467932
742,5.119186408,5.144324305,-0.025137897,0.000631914,0.270329631,-0.103093419
333,8.050609993,8.07560677,-0.024996777,0.000624839,0.11847403,-0.102514671
476,4.721246399,4.745681653,-0.024435254,0.000597082,0.173268905,-0.100211799
80,7.815308569,7.790517025,0.024791544,0.000614621,0.154573468,0.101672987
401,4.497163361,4.52189508,-0.024731719,0.000611658,0.246157269,-0.101427636
1535,5.11407366,5.138954722,-0.024881062,0.000619067,0.213720646,-0.102040108
213,7.823908741,7.798680143,0.025228598,0.000636482,0.18786021,0.103465394
1197,5.508638306,5.746698803,-0.238060497,0.0566728,0.152816392,-0.976313593
1131,5.508638306,5.501592982,0.007045324,4.96E-05,0.230767931,0.028893688
1562,6.397940009,6.372998238,0.024941771,0.000622092,0.180479253,0.102289084
1019,5.397940009,5.422765392,-0.024825383,0.0006163,0.196721021,-0.101811764
692,5.508638306,5.533463552,-0.024825246,0.000616293,0.164770405,-0.1018112
402,4.407601154,4.382496457,0.025104697,0.000630246,0.146679369,0.102957263
323,7.962573502,7.937828428,0.024745074,0.000612319,0.135033857,0.101482408
739,5.508638306,5.533468764,-0.024830458,0.000616552,0.258839134,-0.101832576
180,7.568636236,7.543662495,0.024973741,0.000623688,0.149286273,0.102420194
569,5.530177984,5.50539632,0.024781664,0.000614131,0.256410904,0.101632466
151,7.728158393,7.70358678,0.024571613,0.000603764,0.196985568,0.100771024
495,5.051098239,5.027686141,0.023412098,0.000548126,0.159958632,0.096015719
281,8.327902142,8.302980694,0.024921448,0.000621079,0.088199624,0.102205735
235,4.832682665,4.807939104,0.024743561,0.000612244,0.128310959,0.1014762
338,7.567030709,7.542338774,0.024691935,0.000609692,0.195614953,0.101264479
903,5.173925197,5.198858222,-0.024933025,0.000621656,0.18809715,-0.102253216
1580,5.326058001,5.301050596,0.025007405,0.00062537,0.210432093,0.102558257
652,5.508638306,5.483911124,0.024727182,0.000611434,0.169467187,0.10140903
217,7.111820506,7.086817327,0.025003179,0.000625159,0.204612775,0.102540925
149,7.798602876,7.852889767,-0.054286891,0.002947067,0.104991036,-0.222636811
1226,5.026872146,5.051400706,-0.02452856,0.00060165,0.221340227,-0.100594457
1575,5.326058001,5.350729669,-0.024671668,0.000608691,0.211456899,-0.101181361
687,5.173925197,5.198741886,-0.024816689,0.000615868,0.227443182,-0.101776107
572,5.097997109,5.123090616,-0.025093507,0.000629684,0.216527181,-0.102911371
66,7.694648631,7.719413026,-0.024764395,0.000613275,0.141749456,-0.101561643
460,4.040481623,4.065202305,-0.024720682,0.000611112,0.219660983,-0.101382372
490,5.056011125,5.081106461,-0.025095336,0.000629776,0.177811284,-0.102918871
1604,5.714442691,5.739232505,-0.024789814,0.000614535,0.139224911,-0.101665892
1270,5.886056648,5.861014009,0.025042639,0.000627134,0.134809005,0.102702755
224,7.319664487,7.179944057,0.13972043,0.019521798,0.191945506,0.573009619
911,5.30980392,5.317539621,-0.007735701,5.98E-05,0.167788029,-0.031725003
1032,5.30980392,5.334796954,-0.024993034,0.000624652,0.190521921,-0.10249932
389,6.872895202,6.86696849,0.005926712,3.51E-05,0.148873041,0.024306132
809,5.070581074,5.095706349,-0.025125275,0.000631279,0.189191934,-0.103041656
930,5.30980392,5.284907019,0.024896901,0.000619856,0.183388137,0.102105067
190,7.88941029,7.870242774,0.019167516,0.000367394,0.160360694,0.078608195
1324,6.397940009,6.422902374,-0.024962365,0.00062312,0.156787007,-0.102373541
246,5.730487056,5.726926697,0.003560359,1.27E-05,0.281856814,0.014601442
846,5.468521083,5.493378887,-0.024857804,0.00061791,0.2180284,-0.101944723
874,5.167491087,5.192363682,-0.024872595,0.000618646,0.195121498,-0.102005386
319,8.795880017,8.771038354,0.024841663,0.000617108,0.110920611,0.101878528
1251,5.508638306,5.483719162,0.024919144,0.000620964,0.217765123,0.102196286
1668,5.022733788,5.047839226,-0.025105438,0.000630283,0.198251219,-0.1029603
250,5.346787486,5.322050501,0.024736985,0.000611918,0.276822054,0.101449234
612,5.047207557,5.071940737,-0.02473318,0.00061173,0.120628024,-0.10143363
743,5.397940009,5.372771704,0.025168305,0.000633444,0.247490828,0.103218125
1648,5.022733788,5.047955838,-0.02522205,0.000636152,0.17804645,-0.103438538
534,4.8569852,4.881554931,-0.024569731,0.000603672,0.175688704,-0.100763304
549,6.906578315,6.881656609,0.024921706,0.000621091,0.234470646,0.102206795
465,5.028260409,5.003082449,0.02517796,0.00063393,0.166768902,0.103257721
1022,5.508638306,5.533420129,-0.024781823,0.000614139,0.15405343,-0.101633118
813,5.886056648,5.861387396,0.024669252,0.000608572,0.252347048,0.10117145
1097,8.397940009,8.37323741,0.024702599,0.000610218,0.160643076,0.10130821
1678,5.00656377,5.03117871,-0.02461494,0.000605895,0.191213507,-0.100948712
1534,6.236572006,6.211664931,0.024907075,0.000620362,0.166710793,0.102146789
677,5.657577319,5.682305343,-0.024728024,0.000611475,0.16459589,-0.101412483
645,5.657577319,5.665340466,-0.007763147,6.03E-05,0.161235425,-0.031837561
989,5.236572006,5.211680177,0.024891829,0.000619603,0.218814856,0.102084265
1424,6.397940009,6.422728505,-0.024788496,0.00061447,0.202380964,-0.101660485
961,5.070581074,5.095610492,-0.025029418,0.000626472,0.182863694,-0.102648532
854,4.537602002,4.562658926,-0.025056924,0.000627849,0.236509702,-0.102761341
492,5.100726813,5.125756048,-0.025029235,0.000626463,0.13541632,-0.102647784
171,8.337242168,8.312245978,0.02499619,0.000624809,0.16841398,0.102512261
686,6.397940009,6.372888764,0.025051245,0.000627565,0.194349143,0.10273805
1547,5.204119983,5.228922494,-0.024802511,0.000615165,0.232825691,-0.101717962
123,7.769551079,7.744642564,0.024908515,0.000620434,0.169872985,0.102152697
663,5.30980392,5.334377363,-0.024573443,0.000603854,0.156546583,-0.100778526
1060,8.397940009,8.372855826,0.025084183,0.000629216,0.146564533,0.102873132
762,5.397940009,5.422446161,-0.024506152,0.000600552,0.104020732,-0.100502561
1409,7.397940009,7.372901677,0.025038332,0.000626918,0.167310273,0.102685091
1491,6.236572006,6.226323963,0.010248043,0.000105022,0.159325956,0.042028408
122,8.070581074,8.045688308,0.024892766,0.00061965,0.190002718,0.10208811
154,7.88941029,7.864615527,0.024794763,0.00061478,0.19642902,0.101686185
1368,7.397940009,7.278914652,0.119025357,0.014167036,0.162225235,0.488136737
1365,7.397940009,7.372949027,0.024990982,0.000624549,0.195643323,0.102490902
1258,5.657577319,5.632544194,0.025033125,0.000626657,0.185778277,0.102663735
827,5.397940009,5.423000202,-0.025060193,0.000628013,0.14449728,-0.102774747
643,5.397940009,5.395166953,0.002773056,7.69E-06,0.179338215,0.011372621
1158,5.886056648,5.861016775,0.025039873,0.000626995,0.163888594,0.10269141
1571,5.562249437,5.537333893,0.024915544,0.000620784,0.149390832,0.102181523
23,6.482804102,6.458194906,0.024609196,0.000605613,0.229815155,0.100925154
1342,6.397940009,6.422761808,-0.024821799,0.000616122,0.165118677,-0.101797065
467,4.563996464,4.588534004,-0.02453754,0.000602091,0.22526316,-0.100631286
1515,5.623423043,5.598318132,0.025104911,0.000630257,0.194127122,0.10295814
664,6.397940009,6.277711577,0.120228432,0.014454876,0.206377773,0.493070684
109,7.450996738,7.475626927,-0.024630189,0.000606646,0.128996826,-0.101011248
81,7.714442691,7.708521643,0.005921048,3.51E-05,0.171035937,0.024282902
482,4.316052869,4.340690996,-0.024638127,0.000607037,0.238994634,-0.101043806
179,7.104025268,7.079534457,0.024490811,0.0005998,0.152958062,0.100439646
720,5.026872146,5.0516716,-0.024799454,0.000615013,0.11727867,-0.101705424
72,7.841637508,7.816609888,0.02502762,0.000626382,0.09725766,0.10264116
811,5.173925197,5.198634941,-0.024709744,0.000610571,0.185345131,-0.101337513
768,6.397940009,6.372999677,0.024940332,0.00062202,0.211455021,0.102283184
1108,8.397940009,7.870923184,0.527016825,0.277746734,0.174024559,2.161356868
1292,5.657577319,5.68269701,-0.025119691,0.000630999,0.148193422,-0.103018754
702,5.508638306,5.483509614,0.025128692,0.000631451,0.161438299,0.103055666
1636,6.508638306,6.483803058,0.024835248,0.00061679,0.165163411,0.10185222
665,5.070581074,5.095428076,-0.024847002,0.000617374,0.163379817,-0.101900424
909,5.119186408,5.144210252,-0.025023844,0.000626193,0.151525817,-0.102625674
1472,5.657577319,5.68268,-0.025102681,0.000630145,0.185566991,-0.102948994
781,5.30980392,5.334712126,-0.024908206,0.000620419,0.199932548,-0.102151431
1633,5.8569852,6.045514773,-0.188529573,0.0355434,0.123011764,-0.773181551
667,5.30980392,5.284815769,0.024988151,0.000624408,0.161956548,0.102479293
1166,5.236572006,5.26171436,-0.025142354,0.000632138,0.215036051,-0.103111696
1190,5.026872146,5.002065579,0.024806567,0.000615366,0.203227525,0.101734598
422,5.387216143,5.362208761,0.025007382,0.000625369,0.180790009,0.102558161
1382,5.886056648,5.911157442,-0.025100794,0.00063005,0.183191495,-0.102941253
559,5.705533774,5.680711752,0.024822022,0.000616133,0.224198524,0.101797977
390,6.512861625,6.538036491,-0.025174866,0.000633774,0.16492729,-0.103245031
1598,5.987162775,6.011793389,-0.024630614,0.000606667,0.162512448,-0.101012992
895,5.173925197,5.198446989,-0.024521792,0.000601318,0.220781508,-0.1005667
1321,5.886056648,6.074606007,-0.188549359,0.035550861,0.215472278,-0.773262696
352,7.374687549,7.349946236,0.024741313,0.000612133,0.186383388,0.101466981
254,5.504455662,5.480137968,0.024317694,0.00059135,0.189393919,0.09972967
1505,8.397940009,8.373492696,0.024447313,0.000597671,0.171810719,0.100261255
1112,6.397940009,6.372715135,0.025224874,0.000636294,0.176568871,0.103450123
1121,6.397940009,6.373070354,0.024869655,0.0006185,0.201987198,0.101993329
60,7.931814138,7.956864424,-0.025050286,0.000627517,0.0939158,-0.102734117
276,9.22184875,9.247047892,-0.025199142,0.000634997,0.166259076,-0.103344592
1206,8.397940009,8.384488457,0.013451552,0.000180944,0.181283989,0.055166367
76,7.970616222,7.99574971,-0.025133488,0.000631692,0.120150932,-0.103075339
304,7.924453039,7.899508256,0.024944783,0.000622242,0.120006461,0.102301435
1150,5.397940009,5.37345335,0.024486659,0.000599596,0.233061081,0.100422618
1629,5.8569852,5.881753251,-0.024768051,0.000613456,0.194967216,-0.101576638
340,7.585026652,7.607789102,-0.02276245,0.000518129,0.173794491,-0.093351436
322,8.420216403,8.403743394,0.016473009,0.00027136,0.150189005,0.067557712
1169,5.30980392,5.334228134,-0.024424214,0.000596542,0.205914454,-0.100166522
1082,5.886056648,5.910929875,-0.024873227,0.000618677,0.195214361,-0.102007976
1308,5.886056648,5.911059517,-0.025002869,0.000625143,0.155479565,-0.102539652
101,7.394694954,7.419177901,-0.024482947,0.000599415,0.184591003,-0.100407393
163,8.055517328,8.030785543,0.024731785,0.000611661,0.222531723,0.101427907
1182,5.886056648,5.910736356,-0.024679708,0.000609088,0.190284935,-0.101214334
407,4.226945307,4.251830053,-0.024884746,0.000619251,0.137184215,-0.102055219
1613,5.8569852,5.831857773,0.025127427,0.000631388,0.171883578,0.103050479
1436,7.397940009,7.3729934,0.024946609,0.000622333,0.160244788,0.102308925
578,4.698970004,4.674036962,0.024933042,0.000621657,0.207585788,0.102253286
158,7.71219827,7.652532517,0.059665753,0.003560002,0.198401761,0.244696145
1431,6.397940009,6.422913825,-0.024973816,0.000623692,0.235819085,-0.102420506
1497,5.236572006,5.261487119,-0.024915113,0.000620763,0.215619007,-0.102179754
1062,5.173925197,5.199002931,-0.025077734,0.000628893,0.25854756,-0.102846683
1027,6.397940009,6.372957833,0.024982176,0.000624109,0.228056053,0.102454788
1015,5.026872146,5.02616882,0.000703326,4.95E-07,0.175845908,0.002884423
800,5.070581074,5.079409556,-0.008828482,7.79E-05,0.225770468,-0.036206623
1638,8.397940009,7.827853654,0.570086355,0.324998452,0.229229786,2.337989985
1110,5.119186408,5.143813788,-0.02462738,0.000606508,0.2606006,-0.100999729
148,7.823908741,7.799010799,0.024897942,0.000619908,0.141547596,0.102109336
708,5.397940009,5.373100582,0.024839427,0.000616997,0.155300705,0.101869357
43,8.431798276,8.387839247,0.043959029,0.001932396,0.095872971,0.180281055
1656,6.236572006,6.261506523,-0.024934517,0.00062173,0.192426165,-0.102259332
1548,5.675717545,5.700672248,-0.024954703,0.000622737,0.151855123,-0.10234212
78,7.721246399,7.746231904,-0.024985505,0.000624275,0.154043258,-0.102468441
115,8.107905397,8.082883786,0.025021611,0.000626081,0.17934373,0.102616516
1428,7.397940009,7.37317618,0.024763829,0.000613247,0.194907306,0.101559321
116,7.987162775,7.962590055,0.02457272,0.000603819,0.165806251,0.100775561
541,4.982966661,4.957939561,0.0250271,0.000626356,0.15729074,0.102639026
696,5.236572006,5.261713339,-0.025141333,0.000632087,0.197616427,-0.103107511
310,8.769551079,8.744296259,0.02525482,0.000637806,0.1325086,0.103572935
105,7.047207557,7.071842132,-0.024634575,0.000606862,0.125765299,-0.101029237
40,7.790484985,7.765500391,0.024984594,0.00062423,0.107193081,0.102464706
470,5.191789027,5.167191475,0.024597552,0.00060504,0.171031535,0.100877402
709,5.508638306,5.483777916,0.02486039,0.000618039,0.265897447,0.101955332
