STT,0,1,clusters,SMILES,pIC50,Molecule
335,-37.452667,-7.8587217,3,O=C1C(O)=C(C2=CNC3=C2C=CC=C3)C(C4=CC=NC=C4)N1CCCN5C=NC=C5,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DBBC0>
336,-38.005962,-7.316766,3,O=C1C(O)=C(C2=CNC3=C2C=CC=C3)C(C4=CC=CC(Cl)=C4)N1CCCN5C=NC=C5,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DBC30>
337,-36.902023,-6.8489304,3,O=C1C(O)=C(C2=CNC3=C2C=CC=C3)C(C4=CC=CC=C4F)N1CCCN5C=NC=C5,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DBCA0>
338,-37.180443,-1.9156487,3,O=C1C(O)=C(C2=CC=C(O)C=C2)C(C3=C(O)C(Cl)=CC(Cl)=C3)N1CCCN4C=NC=C4,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DBD10>
339,-40.5432,-2.7452557,3,O=C1C(O)=C(C2=CC=C(O)C=C2)C(C3=CC=C(C)C=C3)N1CCCN4C=NC=C4,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DBD80>
340,-37.12468,1.0826898,3,O=C1C(O)=C(C2=CC=C(O)C=C2)C(CCC)N1CCCN3C=NC=C3,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DBDF0>
341,-39.110214,-2.052478,3,O=C1C(O)=C(C2=CC=C(O)C=C2)C(C3=NNC=C3)N1CCCN4C=NC=C4,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DBE60>
342,-39.76534,-1.1218386,3,O=C1C(O)=C(C2=CC=C(O)C=C2)C(C3=CC=C(C)O3)N1CCCN4C=NC=C4,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DBED0>
343,-39.574413,-4.87691,3,O=C1C(O)=C(C2=CC=C(O)C=C2)C(C3=CC=C(NC=C4)C4=C3)N1CCCN5C=NC=C5,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DBF40>
344,-40.860706,-2.530346,3,O=C1C(O)=C(C2=CC=C(O)C=C2)C(C3=CC=C(OC)C=C3)N1CCCN4C=NC=C4,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D934C0>
345,-38.207413,-2.5644748,3,O=C1C(O)=C(C2=CC=C(O)C=C2)C(C3=CC=CC=C3O)N1CCCN4C=NC=C4,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D93450>
346,-39.66879,-3.3396158,3,O=C1C(O)=C(C2=CC=C(O)C=C2)C(C3=CC=C(C)C(C)=C3)N1CCCN4C=NC=C4,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D933E0>
347,-37.128597,1.3629342,3,O=C1C(O)=C(C2=CC=C(O)C=C2)C(CCCCC)N1CCCN3C=NC=C3,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D93370>
348,-40.114067,-2.552033,3,O=C1C(O)=C(C2=CC=C(O)C=C2)C(C3=CC=CC=C3)N1CCCN4C=NC=C4,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D93300>
349,-34.352707,-6.049679,3,O=C1C(O)=C(C2=CC=C(O)C=C2)C(C3OC=CCC3)N1CCCN4C=NC=C4,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D93290>
350,-36.50188,-3.680498,3,O=C1C(O)=C(C2=CC=C(O)C=C2)C(C3=CNC4=C3C=CC(C)=C4)N1CCCN5C=NC=C5,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D93220>
351,-37.038525,-4.2948456,3,O=C1C(O)=C(C2=CC=C(O)C=C2)C(C3=CNC4=C3C=CC=C4)N1CCCN5C=NC=C5,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D931B0>
352,-37.659412,3.2376137,3,O=C1C(O)=C(C2=CC=C(O)C=C2)C(CC3=CC=CC=C3)N1CCCN4C=NC=C4,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D93140>
353,-38.784847,-1.5325582,3,O=C1C(O)=C(C2=CC=C(O)C=C2)C(C3=CC=CS3)N1CCCN4C=NC=C4,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D930D0>
354,-39.771103,-0.6795071,3,O=C1C(O)=C(C2=CC=C(O)C=C2)C(C3=CC=CO3)N1CCCN4C=NC=C4,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D93060>
355,-35.085907,-5.199627,3,O=C1C(O)=C(C2=CC=C(O)C=C2)C(C3CC3)N1CCCN4C=NC=C4,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D92FF0>
356,-37.226803,1.2554306,3,O=C1C(O)=C(C2=CC=C(O)C=C2)C(CCCC)N1CCCN3C=NC=C3,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D92F80>
357,-39.589325,-3.5022185,3,O=C1C(O)=C(C2=CC=C(O)C=C2)C(C3=CC=CC(Cl)=C3)N1CCCN4C=NC=C4,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D92F10>
358,-38.043285,-2.816128,3,O=C1C(O)=C(C2=CC=C(O)C=C2)C(C3=CC=CC=C3F)N1CCCN4C=NC=C4,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D92EA0>
359,-40.108406,-2.633091,3,O=C1C(O)=C(C2=CC=C(O)C=C2)C(C3=CC=C(O)C=C3)N1CCCN4C=NC=C4,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D92E30>
360,-40.012222,-3.7160609,3,O=C1C(O)=C(C2=CC=C(O)C=C2)C(C3=CC=CC(O)=C3)N1CCCN4C=NC=C4,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D92DC0>
361,-32.816635,-2.0032616,3,O=C1C(O)=C(CCCCC)C(C2=CC(Cl)=CC(Cl)=C2O)N1CCCN3C=NC=C3,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D92D50>
362,-30.801352,-0.9177563,3,O=C1C(O)=C(CCCCC)C(C2=CC=C(C)C=C2)N1CCCN3C=NC=C3,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D92CE0>
363,-34.304134,2.3727367,3,O=C1C(O)=C(CCCCC)C(CCC)N1CCCN2C=NC=C2,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D92C70>
364,-30.780012,0.5992047,3,O=C1C(O)=C(CCCCC)C(C2=CC=C(C)O2)N1CCCN3C=NC=C3,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D92C00>
365,-30.330925,-3.3064075,3,O=C1C(O)=C(CCCCC)C(C2=CC=C(NC=C3)C3=C2)N1CCCN4C=NC=C4,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D92B90>
366,-31.427149,-1.522222,3,O=C1C(O)=C(CCCCC)C(C2=CC=C(OC)C=C2)N1CCCN3C=NC=C3,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D92B20>
367,-33.15235,-1.3455857,3,O=C1C(O)=C(CCCCC)C(C2=CC=CC=C2O)N1CCCN3C=NC=C3,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D92AB0>
368,-30.115719,-1.3732756,3,O=C1C(O)=C(CCCCC)C(C2=CC=C(C)C(C)=C2)N1CCCN3C=NC=C3,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D92A40>
369,-34.393955,2.410771,3,O=C1C(O)=C(CCCCC)C(CCCCC)N1CCCN2C=NC=C2,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D929D0>
370,-31.771557,1.5458869,3,O=C1C(O)=C(CCCCC)C(C)N1CCCN2C=NC=C2,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D92960>
371,-30.646278,0.6548892,3,O=C1C(O)=C(CCCCC)C(C2=CC=C(CO)O2)N1CCCN3C=NC=C3,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D928F0>
372,-31.42668,-0.9811958,3,O=C1C(O)=C(CCCCC)C(C2=CC=CC=C2)N1CCCN3C=NC=C3,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D92880>
373,-33.13446,-5.7079864,3,O=C1C(O)=C(CCCCC)C(C2OC=CCC2)N1CCCN3C=NC=C3,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D92810>
374,-33.544643,-2.916603,3,O=C1C(O)=C(CCCCC)C(C2=CNC3=C2C=CC(C)=C3)N1CCCN4C=NC=C4,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D927A0>
375,-33.909683,-2.8481991,3,O=C1C(O)=C(CCCCC)C(C2=CNC3=C2C=CC=C3)N1CCCN4C=NC=C4,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D92730>
376,-32.17538,2.554202,3,O=C1C(O)=C(CCCCC)C(C(F)(F)F)N1CCCN2C=NC=C2,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D926C0>
377,-31.333967,-0.8186667,3,O=C1C(O)=C(CCCCC)C(C2=CC=NC=C2)N1CCCN3C=NC=C3,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D92650>
378,-32.604877,-0.10192999,3,O=C1C(O)=C(CCCCC)C(C2=CC=CS2)N1CCCN3C=NC=C3,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D925E0>
379,-31.081335,0.4256673,3,O=C1C(O)=C(CCCCC)C(C2=CC=CO2)N1CCCN3C=NC=C3,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D92570>
380,-30.738735,-2.0813487,3,O=C1C(O)=C(CCCCC)C(C2=CC=CC(Cl)=C2)N1CCCN3C=NC=C3,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D92500>
381,-32.930927,-1.4396396,3,O=C1C(O)=C(CCCCC)C(C2=CC=CC=C2F)N1CCCN3C=NC=C3,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D92490>
382,-31.027231,-0.9991062,3,O=C1C(O)=C(CCCCC)C(C2=CC=C(O)C=C2)N1CCCN3C=NC=C3,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D92420>
383,-30.485672,-1.7662892,3,O=C1C(O)=C(CCCCC)C(C2=CC=CC(O)=C2)N1CCCN3C=NC=C3,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D923B0>
384,-32.903847,2.1322327,3,O=C1C(O)=C(CC)C(C(O)CO)N1CCCN2C=NC=C2,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D92340>
385,-30.62998,-3.930531,3,O=C1C(O)=C(CC)C(C2=CC=C(NC=C3)C3=C2)N1CCCN4C=NC=C4,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D922D0>
386,-31.859293,-2.5266871,3,O=C1C(O)=C(CC)C(C2=CC=C(OC)C=C2)N1CCCN3C=NC=C3,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D92260>
387,-33.775135,-1.1258242,3,O=C1C(O)=C(CC)C(C2=CC=CC=C2O)N1CCCN3C=NC=C3,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D921F0>
388,-33.58604,0.43695253,3,O=C1C(O)=C(CC)C(C2=CCCCC2)N1CCCN3C=NC=C3,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D92180>
389,-34.380417,-2.9223685,3,O=C1C(O)=C(CC)C(C2=CNC3=C2C=CC=C3)N1CCCN4C=NC=C4,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D92110>
390,-32.371704,2.5561266,3,O=C1C(O)=C(CC)C(C(F)(F)F)N1CCCN2C=NC=C2,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D920A0>
391,-33.13773,0.08191731,3,O=C1C(O)=C(CC)C(C2=CC=CS2)N1CCCN3C=NC=C3,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D92030>
392,-31.382523,-2.883362,3,O=C1C(O)=C(CC)C(C2=CC=CC(Cl)=C2)N1CCCN3C=NC=C3,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x000002B570D91FC0>
